F0,MFCC_0_mean,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_0_std,MFCC_1_std,MFCC_2_std,MFCC_3_std,MFCC_4_std,MFCC_5_std,MFCC_6_std,MFCC_7_std,MFCC_8_std,MFCC_9_std,MFCC_10_std,MFCC_11_std,MFCC_12_std,Delta_MFCC_0_mean,Delta_MFCC_1_mean,Delta_MFCC_2_mean,Delta_MFCC_3_mean,Delta_MFCC_4_mean,Delta_MFCC_5_mean,Delta_MFCC_6_mean,Delta_MFCC_7_mean,Delta_MFCC_8_mean,Delta_MFCC_9_mean,Delta_MFCC_10_mean,Delta_MFCC_11_mean,Delta_MFCC_12_mean,Delta_MFCC_0_std,Delta_MFCC_1_std,Delta_MFCC_2_std,Delta_MFCC_3_std,Delta_MFCC_4_std,Delta_MFCC_5_std,Delta_MFCC_6_std,Delta_MFCC_7_std,Delta_MFCC_8_std,Delta_MFCC_9_std,Delta_MFCC_10_std,Delta_MFCC_11_std,Delta_MFCC_12_std,Delta2_MFCC_0_mean,Delta2_MFCC_1_mean,Delta2_MFCC_2_mean,Delta2_MFCC_3_mean,Delta2_MFCC_4_mean,Delta2_MFCC_5_mean,Delta2_MFCC_6_mean,Delta2_MFCC_7_mean,Delta2_MFCC_8_mean,Delta2_MFCC_9_mean,Delta2_MFCC_10_mean,Delta2_MFCC_11_mean,Delta2_MFCC_12_mean,Delta2_MFCC_0_std,Delta2_MFCC_1_std,Delta2_MFCC_2_std,Delta2_MFCC_3_std,Delta2_MFCC_4_std,Delta2_MFCC_5_std,Delta2_MFCC_6_std,Delta2_MFCC_7_std,Delta2_MFCC_8_std,Delta2_MFCC_9_std,Delta2_MFCC_10_std,Delta2_MFCC_11_std,Delta2_MFCC_12_std,Label
1715.8424,-693.4970092773438,50.06439208984375,0.5714505314826965,14.329965591430664,3.3363707065582275,-2.540719747543335,-4.05790901184082,-10.71199893951416,-7.2941389083862305,1.7401888370513916,-4.190642833709717,1.9546617269515991,-5.247893810272217,202.7374725341797,64.95451354980469,23.490619659423828,24.045654296875,15.858330726623535,12.327812194824219,13.107322692871094,17.463762283325195,11.882522583007812,8.835714340209961,10.878825187683105,8.897613525390625,9.47436237335205,-0.004516014829277992,-0.006355138961225748,-0.00626178877428174,-0.0061092376708984375,-0.005901538301259279,-0.0056444862857460976,-0.005344950128346682,-0.0050107697024941444,-0.004650553688406944,-0.00427310261875391,-0.0038874149322509766,-0.0035020022187381983,-0.0031249523162841797,18.172250747680664,7.081559181213379,4.112171173095703,4.613314628601074,3.5760915279388428,2.031524181365967,2.6095728874206543,1.9014126062393188,1.430167555809021,2.193366050720215,1.9310359954833984,1.7766766548156738,1.1958754062652588,0.0013494491577148438,0.0018859276315197349,0.001819463912397623,0.0017111485358327627,0.0015648121479898691,0.001385285286232829,0.0011786863906309009,0.0009517853031866252,0.0007120370864868164,0.0004670069902203977,0.00022440690372604877,-8.491369044349995e-06,-0.0002248974924441427,6.414443016052246,3.7143068313598633,2.577188014984131,2.641003370285034,2.3759472370147705,1.371759057044983,1.3736623525619507,1.043738842010498,0.8483180403709412,1.338117241859436,1.082554578781128,1.1496222019195557,0.8356619477272034,male-neutral
1886.7949,-683.3468017578125,48.889259338378906,-1.6834443807601929,19.183002471923828,1.9695903062820435,-0.7992722392082214,-4.795027732849121,-12.34256649017334,-5.4474382400512695,2.112867832183838,-4.214959621429443,1.3878554105758667,-5.127992630004883,199.07015991210938,60.167083740234375,19.26992416381836,22.195674896240234,16.53958511352539,12.580318450927734,13.949287414550781,17.43256378173828,11.152776718139648,9.226030349731445,10.92261028289795,8.343385696411133,9.907720565795898,0.007524767890572548,0.010500645264983177,0.010087856091558933,0.009432177059352398,0.008578586392104626,0.007584560662508011,0.006514389533549547,0.005433998070657253,0.004404906649142504,0.003479346865788102,0.002696669427677989,0.0020804970990866423,0.0016378940781578422,16.202102661132812,6.476474761962891,3.280526876449585,3.690319538116455,3.7990260124206543,2.3558595180511475,2.6571555137634277,1.5894378423690796,1.690561294555664,2.2358148097991943,1.956539273262024,1.6680575609207153,1.2963823080062866,-0.009784611873328686,-0.013766180723905563,-0.0135524682700634,-0.013203456066548824,-0.012729872949421406,-0.012146443128585815,-0.011471773497760296,-0.010727690532803535,-0.00993867963552475,-0.009130995720624924,-0.008331593126058578,-0.007566662970930338,-0.0068603390827775,7.738772869110107,3.4628970623016357,2.4804799556732178,2.3029375076293945,2.514268398284912,1.463683009147644,1.3030917644500732,1.078567385673523,1.0329418182373047,1.3770489692687988,0.9930686950683594,1.1245782375335693,0.8911769986152649,male-neutral
1845.4971,-677.80810546875,51.40270233154297,-0.0095457062125206,14.30158519744873,0.7671621441841125,-0.2383817881345749,-6.169593811035156,-10.741850852966309,-7.621188640594482,1.2823207378387451,-3.815086841583252,1.9573514461517334,-5.7387285232543945,201.24319458007812,63.09725570678711,24.73235321044922,18.750375747680664,18.30045509338379,12.640779495239258,15.653191566467285,16.217756271362305,13.05696964263916,10.014713287353516,9.35642147064209,10.088773727416992,9.248309135437012,-0.04211883991956711,-0.05868222936987877,-0.05636340379714966,-0.053159214556217194,-0.04927845299243927,-0.04466468468308449,-0.039284806698560715,-0.033275067806243896,-0.027058249339461327,-0.021172519773244858,-0.01584497280418873,-0.01100874412804842,-0.006703656632453203,20.40376853942871,9.486948013305664,5.598215103149414,2.9033925533294678,3.806400775909424,2.363233804702759,2.6814823150634766,1.8298463821411133,2.1634857654571533,2.2110564708709717,1.6184618473052979,2.2844865322113037,1.272896409034729,0.01712285913527012,0.024119775742292404,0.023623505607247353,0.022619040682911873,0.02142481505870819,0.020174255594611168,0.01870310679078102,0.017054159194231033,0.015372460708022118,0.013693698681890965,0.012252218089997768,0.011262244544923306,0.010359679348766804,8.001545906066895,3.4593505859375,3.0105693340301514,1.7915626764297485,2.1069624423980713,1.3973790407180786,1.550290822982788,0.9185011982917786,1.0598630905151367,1.5184051990509033,0.9799001216888428,1.1981383562088013,0.7091434597969055,male-neutral
1778.0972,-674.0191650390625,50.68055725097656,1.8782261610031128,14.295361518859863,3.0691778659820557,1.5849000215530396,-7.450740337371826,-11.413989067077637,-7.078836441040039,1.7194479703903198,-2.5795323848724365,0.6746776700019836,-4.834568500518799,195.7566375732422,59.010311126708984,23.000001907348633,20.652170181274414,15.884496688842773,10.746237754821777,16.171409606933594,15.109342575073242,12.038390159606934,8.70548152923584,9.198715209960938,7.475825309753418,9.765156745910645,-0.07689563930034637,-0.04272840917110443,0.025422677397727966,-0.003771914169192314,-0.03720467537641525,-0.0019430076936259866,0.05793633311986923,0.03398708999156952,-0.028221582993865013,-0.009794943034648895,0.017449108883738518,-0.017673110589385033,-0.06056515872478485,20.762989044189453,8.633879661560059,5.189439296722412,3.1122469902038574,3.3384690284729004,2.1552352905273438,2.56103777885437,1.8773690462112427,2.0933115482330322,1.7773396968841553,1.4164109230041504,1.5043009519577026,1.3874443769454956,-0.0063096908852458,-0.011049735359847546,-0.018424177542328835,-0.011727158911526203,0.002763771917670965,-0.0034288018941879272,-0.0064699770882725716,-1.906284160213545e-05,-0.00030723802046850324,-0.0025535596068948507,-0.011644539423286915,-0.01463258732110262,-0.009967168793082237,8.624876022338867,3.339118480682373,2.9930837154388428,1.965238332748413,1.9631677865982056,1.4461842775344849,1.6701290607452393,1.1333565711975098,1.1196824312210083,1.2497599124908447,1.0039421319961548,0.9241843223571777,0.7841813564300537,male-neutral
1840.7609,-709.0568237304688,55.73430633544922,2.6683101654052734,16.362571716308594,3.344780683517456,-1.1248483657836914,-5.818392753601074,-8.999177932739258,-9.009145736694336,1.8385632038116455,-4.596883296966553,0.8663392663002014,-5.265191555023193,190.87387084960938,61.97015380859375,24.294828414916992,22.721553802490234,17.524492263793945,11.88658618927002,13.383536338806152,12.982656478881836,11.930992126464844,11.227654457092285,10.518074035644531,7.539844512939453,9.920502662658691,-0.07916076481342316,-0.1107092797756195,-0.10725419223308563,-0.10197009146213531,-0.09496438503265381,-0.08645584434270859,-0.07703224569559097,-0.0671602338552475,-0.05695653334259987,-0.04670625925064087,-0.03703290596604347,-0.028341276571154594,-0.020661287009716034,17.720380783081055,6.554230690002441,5.030333042144775,4.388615131378174,3.8293392658233643,2.3311662673950195,2.4506995677948,1.7247411012649536,1.6815402507781982,2.6228482723236084,1.9480558633804321,1.6696945428848267,1.678380012512207,0.009930918924510479,0.01373224426060915,0.012899034656584263,0.011676831170916557,0.010063448920845985,0.008097919635474682,0.0059767370112240314,0.00384425837546587,0.001692080171778798,-0.0004201495030429214,-0.0022907869424670935,-0.003811639966443181,-0.005027479026466608,6.886303424835205,4.819986820220947,3.103766918182373,2.489703893661499,2.074821710586548,1.4917570352554321,1.3884286880493164,1.1565250158309937,1.0490645170211792,1.4492393732070923,1.0292001962661743,1.1131144762039185,0.961210310459137,male-calm
1856.7799,-695.3836669921875,61.305755615234375,-0.6093791723251343,14.270590782165527,4.689145088195801,-2.7590701580047607,-7.084949493408203,-8.106919288635254,-8.401124000549316,2.0722010135650635,-3.7004077434539795,-0.2917620837688446,-5.539486408233643,182.51715087890625,66.74368286132812,24.326778411865234,20.96513557434082,17.294784545898438,10.236412048339844,13.707234382629395,12.310389518737793,11.724594116210938,9.558562278747559,10.369128227233887,6.902327537536621,9.614053726196289,0.0006851646467112005,0.0009470930090174079,0.0008829249418340623,0.0007775805424898863,0.0006326687289401889,0.0004509025311563164,0.00023571975179947913,-8.835729204292875e-06,-0.00027810115716420114,-0.0005669959355145693,-0.0008697293233126402,-0.0011802962981164455,-0.0014923341805115342,18.92965316772461,6.735508441925049,5.092051029205322,4.119087219238281,3.8102149963378906,2.077799081802368,2.178509473800659,1.854303240776062,1.8777796030044556,2.278810739517212,2.132120370864868,1.3579018115997314,1.5186491012573242,0.010486355051398277,0.014778303913772106,0.014623592607676983,0.014368405565619469,0.014017036184668541,0.013574996963143349,0.013049396686255932,0.012448546476662159,0.011781741864979267,0.011059287004172802,0.010292130522429943,0.00949166715145111,0.008669446222484112,7.932156085968018,4.995974063873291,3.649662494659424,2.248551607131958,2.17527174949646,1.408509373664856,1.0877271890640259,1.2412704229354858,1.2202568054199219,1.280457854270935,1.0345224142074585,0.9189252257347107,1.0770363807678223,male-calm
1834.1213,-687.338623046875,57.97822189331055,0.12054619938135147,13.901185035705566,1.8623114824295044,1.5036600828170776,-6.355483055114746,-8.991887092590332,-8.013114929199219,2.283418655395508,-2.1223933696746826,0.3225694000720978,-5.2001872062683105,211.1854248046875,67.75067901611328,29.879526138305664,20.978599548339844,17.8096866607666,12.006322860717773,16.310758590698242,14.26434326171875,12.54415512084961,12.177103042602539,9.313020706176758,7.07505464553833,10.841486930847168,0.03827892243862152,0.047836411744356155,0.036716215312480927,0.029086139053106308,0.027144484221935272,0.027080386877059937,0.02505534328520298,0.025269096717238426,0.025838559493422508,0.02369091287255287,0.018572427332401276,0.014151855371892452,0.016018398106098175,19.752492904663086,9.86320686340332,6.184116363525391,3.868760347366333,3.777062177658081,2.3225836753845215,3.1235411167144775,2.1037755012512207,1.974740982055664,2.4589133262634277,1.8937997817993164,1.5139352083206177,1.7326240539550781,0.02902086451649666,0.035386234521865845,0.025472428649663925,0.018818499520421028,0.01737772859632969,0.017649825662374496,0.016127709299325943,0.016628123819828033,0.017445530742406845,0.015791399404406548,0.011437217704951763,0.007721632719039917,0.009735960513353348,8.186761856079102,4.743259429931641,3.6165192127227783,2.361705780029297,2.086991786956787,1.429802656173706,1.6256040334701538,1.548682451248169,1.1724928617477417,1.3795057535171509,1.052514672279358,0.879367470741272,0.8732107281684875,male-calm
1815.9849,-684.7476196289062,62.27481460571289,-0.8035029172897339,15.693713188171387,2.5401880741119385,1.1518117189407349,-6.517995834350586,-9.151275634765625,-7.50337028503418,0.7705230712890625,-2.4292972087860107,0.9220095872879028,-5.035390377044678,207.71011352539062,66.44628143310547,26.847448348999023,18.8102970123291,15.133216857910156,10.124040603637695,15.755082130432129,13.377147674560547,11.86706256866455,11.376201629638672,8.681883811950684,7.870442867279053,10.277717590332031,0.011147841811180115,0.014770998619496822,0.013321046717464924,0.012445359490811825,0.010539357550442219,0.007983825169503689,0.007237131241708994,0.0068571912124753,0.0032908765133470297,-0.0014943425776436925,-0.0025500855408608913,-0.0005689864046871662,7.395197462756187e-05,20.51254653930664,9.45606517791748,5.3757758140563965,3.564363956451416,3.004086971282959,2.151466131210327,2.7730653285980225,1.6753522157669067,1.841192364692688,2.6626975536346436,1.734817624092102,1.4427531957626343,1.6182113885879517,-0.019416656345129013,-0.026914648711681366,-0.0247370433062315,-0.02157457172870636,-0.019579444080591202,-0.017977431416511536,-0.014178833924233913,-0.010012255050241947,-0.009484496898949146,-0.010859772562980652,-0.00900985486805439,-0.004132253583520651,-0.00044361097388900816,8.368165969848633,3.995145320892334,2.855055332183838,2.1821467876434326,1.7514333724975586,1.241227149963379,1.4643104076385498,1.305330514907837,0.975581169128418,1.4858161211013794,0.9121280908584595,0.7851930856704712,0.812526524066925,male-calm
1821.426,-717.2797241210938,63.705902099609375,2.1850032806396484,15.600430488586426,3.9734344482421875,-2.0987582206726074,-5.965471267700195,-5.62925386428833,-8.025694847106934,2.0974271297454834,-1.2095825672149658,-0.8618559837341309,-4.9276123046875,198.9492950439453,64.99546813964844,22.844621658325195,22.625890731811523,18.21750259399414,10.431929588317871,13.719756126403809,9.063824653625488,11.96463680267334,10.605934143066406,8.53112506866455,6.203436851501465,8.019449234008789,0.013102833181619644,0.014752006158232689,0.012307705357670784,0.00995326042175293,0.00852866843342781,0.0032334744464606047,0.0006404863088391721,0.0022917739115655422,0.0032763571944087744,0.0037326663732528687,0.0055100927129387856,0.011489221826195717,0.013034134171903133,18.597742080688477,6.460230827331543,4.524594306945801,4.2778825759887695,4.027073860168457,2.3457295894622803,2.3148930072784424,1.2024240493774414,1.8568401336669922,2.3667426109313965,1.6360925436019897,1.0726032257080078,1.2453925609588623,0.0570920929312706,0.07631520926952362,0.07117599993944168,0.06436184793710709,0.056909412145614624,0.04481584578752518,0.03448514640331268,0.0277865007519722,0.020727310329675674,0.013871945440769196,0.009269874542951584,0.009804495610296726,0.007762914057821035,7.351351261138916,4.1872172355651855,3.3072967529296875,2.2148563861846924,2.0850024223327637,1.581078290939331,1.1494060754776,0.9409793019294739,1.0375114679336548,1.2787768840789795,0.7593467235565186,0.7687368988990784,1.0548458099365234,male-calm
1878.51,-678.5386962890625,59.685546875,-2.2531871795654297,13.612405776977539,1.6057175397872925,-2.376222610473633,-8.638082504272461,-8.150351524353027,-8.387085914611816,2.765878200531006,-2.511340379714966,-1.7348474264144897,-5.505060195922852,177.5878448486328,66.92098999023438,23.627960205078125,19.132020950317383,18.137475967407227,10.868058204650879,14.904866218566895,11.301142692565918,11.350375175476074,11.761476516723633,9.988508224487305,5.810734272003174,9.440074920654297,-1.059638137235197e-07,0.0,-3.0275376872168636e-08,7.568844218042159e-09,0.0,0.0,7.568844218042159e-09,-1.1353265882974029e-08,-1.1353265882974029e-08,0.0,-1.1353265882974029e-08,1.5137688436084318e-08,-7.568844218042159e-09,16.525638580322266,9.690906524658203,4.95284366607666,3.900268793106079,4.0981550216674805,2.3453948497772217,2.794666051864624,2.0738320350646973,1.734610915184021,2.4121577739715576,1.824663758277893,1.2091118097305298,1.7760227918624878,-2.097740886044115e-16,0.0,0.0,7.568844218042159e-09,-7.568844218042159e-09,-1.5137688436084318e-08,-7.568844218042159e-09,-3.0275376872168636e-08,7.568844218042159e-09,7.568844218042159e-09,7.568844218042159e-09,7.568844218042159e-09,-2.2706531765948057e-08,6.949491024017334,5.584978103637695,3.0744333267211914,2.2095558643341064,2.2067744731903076,1.5751115083694458,1.665116786956787,1.1688131093978882,1.1505540609359741,1.2102469205856323,1.0431522130966187,0.8394775390625,0.9998932480812073,male-calm
