mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr_mean,label
-693.4970092773438,50.06439208984375,0.5714505314826965,14.329965591430664,3.3363707065582275,-2.540719747543335,-4.05790901184082,-10.71199893951416,-7.2941389083862305,1.7401888370513916,-4.190642833709717,1.9546617269515991,-5.247893810272217,0.5198685526847839,0.5205559730529785,0.43139535188674927,0.42241498827934265,0.48089438676834106,0.5055686235427856,0.5550768375396729,0.5769519209861755,0.6112603545188904,0.5783118605613708,0.5813917517662048,0.5217861533164978,0.07286658653846154,male-neutral-normal
-683.3468017578125,48.889259338378906,-1.6834443807601929,19.183002471923828,1.9695903062820435,-0.7992722392082214,-4.795027732849121,-12.34256649017334,-5.4474382400512695,2.112867832183838,-4.214959621429443,1.3878554105758667,-5.127992630004883,0.5565987825393677,0.5875016450881958,0.5578405261039734,0.48746219277381897,0.5128365159034729,0.5731579661369324,0.5362842082977295,0.5703373551368713,0.6081034541130066,0.6500144600868225,0.6243736147880554,0.6071906089782715,0.0710844494047619,male-neutral-normal
-677.80810546875,51.40270233154297,-0.0095457062125206,14.30158519744873,0.7671621441841125,-0.2383817881345749,-6.169593811035156,-10.741850852966309,-7.621188640594482,1.2823207378387451,-3.815086841583252,1.9573514461517334,-5.7387285232543945,0.58482426404953,0.5827436447143555,0.5038442015647888,0.5581284761428833,0.544039249420166,0.5255272388458252,0.5431944131851196,0.5813809633255005,0.6633285880088806,0.6608643531799316,0.5601357221603394,0.5240029096603394,0.06651054308252427,male-neutral-normal
-674.0191650390625,50.68055725097656,1.8782261610031128,14.295361518859863,3.0691778659820557,1.5849000215530396,-7.450740337371826,-11.413989067077637,-7.078836441040039,1.7194479703903198,-2.5795323848724365,0.6746776700019836,-4.834568500518799,0.6199502348899841,0.5404489040374756,0.5027567744255066,0.5293989777565002,0.5904008150100708,0.609302282333374,0.5808602571487427,0.6415694355964661,0.6246166825294495,0.5820543766021729,0.6074960827827454,0.597542405128479,0.07435546875,male-neutral-normal
-709.0568237304688,55.73430633544922,2.6683101654052734,16.362571716308594,3.344780683517456,-1.1248483657836914,-5.818392753601074,-8.999177932739258,-9.009145736694336,1.8385632038116455,-4.596883296966553,0.8663392663002014,-5.265191555023193,0.43899235129356384,0.4596690833568573,0.5237711071968079,0.5080872774124146,0.49920785427093506,0.5242024064064026,0.5220106244087219,0.5252758264541626,0.540109395980835,0.5800023078918457,0.6294435262680054,0.5862480998039246,0.07135944538288289,male-calm-normal
-695.3836669921875,61.305755615234375,-0.6093791723251343,14.270590782165527,4.689145088195801,-2.7590701580047607,-7.084949493408203,-8.106919288635254,-8.401124000549316,2.0722010135650635,-3.7004077434539795,-0.2917620837688446,-5.539486408233643,0.4649917483329773,0.44972434639930725,0.48257869482040405,0.5541289448738098,0.4953809678554535,0.5260880589485168,0.5841447114944458,0.5500977635383606,0.5755686163902283,0.5613771677017212,0.5968273282051086,0.48136627674102783,0.05299363938053098,male-calm-normal
-687.338623046875,57.97822189331055,0.12054619938135147,13.901185035705566,1.8623114824295044,1.5036600828170776,-6.355483055114746,-8.991887092590332,-8.013114929199219,2.283418655395508,-2.1223933696746826,0.3225694000720978,-5.2001872062683105,0.5000306963920593,0.5348994135856628,0.5430629849433899,0.538668692111969,0.5627087354660034,0.5614751577377319,0.5807887315750122,0.5876014232635498,0.6146996021270752,0.6062952280044556,0.6127451658248901,0.5124312043190002,0.07824041193181819,male-calm-normal
-684.7476196289062,62.27481460571289,-0.8035029172897339,15.693713188171387,2.5401880741119385,1.1518117189407349,-6.517995834350586,-9.151275634765625,-7.50337028503418,0.7705230712890625,-2.4292972087860107,0.9220095872879028,-5.035390377044678,0.4825834631919861,0.5077182054519653,0.5213848352432251,0.5252309441566467,0.5003300905227661,0.5300453901290894,0.5504381656646729,0.5644624829292297,0.5999966263771057,0.64706951379776,0.6330936551094055,0.5882094502449036,0.06814435206422019,male-calm-normal
-717.2797241210938,63.705902099609375,2.1850032806396484,15.600430488586426,3.9734344482421875,-2.0987582206726074,-5.965471267700195,-5.62925386428833,-8.025694847106934,2.0974271297454834,-1.2095825672149658,-0.8618559837341309,-4.9276123046875,0.4428107440471649,0.4580881595611572,0.4894578456878662,0.4740454852581024,0.5026768445968628,0.5889044404029846,0.6501905918121338,0.6765308976173401,0.6047419309616089,0.5216677188873291,0.5354698896408081,0.5574727058410645,0.055807179418103446,male-calm-strong
-678.5386962890625,59.685546875,-2.2531871795654297,13.612405776977539,1.6057175397872925,-2.376222610473633,-8.638082504272461,-8.150351524353027,-8.387085914611816,2.765878200531006,-2.511340379714966,-1.7348474264144897,-5.505060195922852,0.5163536071777344,0.5128008723258972,0.49609336256980896,0.5626202821731567,0.5513339042663574,0.5460883975028992,0.5784078240394592,0.6326205730438232,0.6286196708679199,0.57708340883255,0.5377326607704163,0.5328848361968994,0.08346509176587301,male-calm-strong
-686.62060546875,60.743797302246094,2.952742576599121,10.655743598937988,4.095188140869141,0.5310026407241821,-8.999028205871582,-7.439957618713379,-8.886917114257812,2.459676504135132,0.22016189992427826,-0.20055758953094482,-4.8213629722595215,0.4465562403202057,0.5100969076156616,0.4752262234687805,0.424376904964447,0.463754802942276,0.46871742606163025,0.4765678346157074,0.5024297833442688,0.5063338279724121,0.5626267790794373,0.6923961043357849,0.5722467303276062,0.09129749644886363,male-calm-strong
-668.691162109375,55.57162094116211,-3.7082626819610596,15.49388313293457,2.2411715984344482,0.134979248046875,-10.878520011901855,-10.473883628845215,-7.871505260467529,4.42051362991333,-1.9351526498794556,-0.8853222131729126,-6.904343128204346,0.4434751868247986,0.5064265727996826,0.4759129583835602,0.48781540989875793,0.5302953720092773,0.5601163506507874,0.5853614211082458,0.5492839217185974,0.5197152495384216,0.523464024066925,0.4964214861392975,0.39675694704055786,0.09449792286706349,male-calm-strong
-630.3295288085938,55.671199798583984,-4.813780784606934,14.588770866394043,-2.407614231109619,-4.581675052642822,-8.379486083984375,-11.759979248046875,-6.6885881423950195,-0.1336098462343216,-8.883383750915527,2.2157199382781982,-7.996748924255371,0.5654059052467346,0.6100152134895325,0.556968629360199,0.5470678210258484,0.5779724717140198,0.6186147332191467,0.5363200306892395,0.5538774728775024,0.569941520690918,0.5684134364128113,0.5687726140022278,0.5817816853523254,0.07654816513761468,male-happy-normal
-610.2516479492188,53.789161682128906,-5.091585636138916,17.256412506103516,0.7510548233985901,-5.337123394012451,-6.575010299682617,-12.713138580322266,-6.5428853034973145,2.1633551120758057,-8.146162033081055,4.9300055503845215,-7.620586395263672,0.5847768783569336,0.579133152961731,0.5157691836357117,0.5448265671730042,0.5361515283584595,0.5413015484809875,0.48870784044265747,0.530224084854126,0.5367498993873596,0.5306825041770935,0.5887321829795837,0.6164563894271851,0.0651161123853211,male-happy-normal
-642.0276489257812,54.75197982788086,-1.5956329107284546,12.084101676940918,-1.7181451320648193,-2.603579521179199,-9.18826961517334,-13.784505844116211,-8.069558143615723,3.825204849243164,-7.939962387084961,2.4735312461853027,-6.168267726898193,0.49247559905052185,0.5143362283706665,0.5245236754417419,0.4668779671192169,0.4347588121891022,0.47447288036346436,0.482644259929657,0.5685140490531921,0.5759852528572083,0.5517491698265076,0.6085890531539917,0.5668834447860718,0.0868260838963964,male-happy-normal
-635.0430297851562,48.917049407958984,2.697239875793457,17.22945785522461,-2.44559907913208,-0.03443669155240059,-7.188554763793945,-13.760003089904785,-8.43899917602539,1.6132657527923584,-5.947610378265381,2.8848555088043213,-6.725295543670654,0.4952535927295685,0.5092081427574158,0.5219135880470276,0.4993533790111542,0.4266204833984375,0.4823414087295532,0.46842706203460693,0.5085119605064392,0.554392397403717,0.536252498626709,0.5999419689178467,0.577768862247467,0.08900188577586207,male-happy-normal
-583.2823486328125,43.03033447265625,-6.446321964263916,5.073597431182861,-3.074699640274048,-6.619401454925537,-14.894287109375,-9.618770599365234,-13.884317398071289,0.38928520679473877,-9.152819633483887,-0.0812765508890152,-7.749011039733887,0.40898948907852173,0.4553791284561157,0.5146172642707825,0.4157892167568207,0.4551016688346863,0.516946017742157,0.5462139844894409,0.5305834412574768,0.43401721119880676,0.4188458025455475,0.5158843994140625,0.4816744327545166,0.10117612092391304,male-happy-strong
-553.4449462890625,48.77862548828125,-12.789449691772461,7.121816635131836,-0.18348298966884613,-7.750802993774414,-12.2393798828125,-12.703370094299316,-13.08568286895752,5.401233196258545,-10.077120780944824,0.4374062120914459,-5.6754350662231445,0.400375634431839,0.45985400676727295,0.39657309651374817,0.38535603880882263,0.4593794345855713,0.5307914614677429,0.5125808119773865,0.5577857494354248,0.5544139742851257,0.44253650307655334,0.42269280552864075,0.36883413791656494,0.0961742735745614,male-happy-strong
-502.9580993652344,39.657386779785156,-10.176450729370117,7.423949241638184,-3.269853115081787,-7.004785537719727,-12.901739120483398,-17.00429916381836,-11.487119674682617,2.4377360343933105,-12.070528984069824,2.593414545059204,-8.998939514160156,0.39701685309410095,0.4080965220928192,0.39063265919685364,0.43368905782699585,0.4751392900943756,0.5672276616096497,0.5161269307136536,0.5233992338180542,0.5493891835212708,0.48110079765319824,0.4788287878036499,0.46450379490852356,0.13047347530241934,male-happy-strong
-526.386474609375,41.6129264831543,-10.082784652709961,6.489818572998047,-5.321776866912842,-6.949973106384277,-13.280162811279297,-16.55609893798828,-13.475016593933105,0.004668635781854391,-9.623342514038086,2.235819101333618,-7.8729963302612305,0.4803323745727539,0.475773423910141,0.46722257137298584,0.46202972531318665,0.4921015799045563,0.5750136971473694,0.529125452041626,0.5329754948616028,0.5694283843040466,0.5324524641036987,0.4599243402481079,0.48574861884117126,0.10791015625,male-happy-strong
-672.6744995117188,55.62812423706055,-2.981332540512085,17.91144561767578,-1.3557326793670654,-2.284078359603882,-8.520452499389648,-12.987774848937988,-7.2367262840271,-3.9648807048797607,-2.663752555847168,-1.0686534643173218,-8.017075538635254,0.5518201589584351,0.5202589631080627,0.45704835653305054,0.43685322999954224,0.3754332363605499,0.3364233374595642,0.35650545358657837,0.4444359540939331,0.47976750135421753,0.4743104875087738,0.5084179639816284,0.48127493262290955,0.066455078125,male-sad-normal
